City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
172,harstad,68.799,16.5293,29.16,80,17,7.7,NO,1701299553
173,naranjal,-2.6667,-79.6167,77.85,89,87,3.29,EC,1701299553
174,olonkinbyen,70.9221,-8.7187,28.87,88,98,15.99,SJ,1701299553
175,afaahiti,-17.75,-149.2833,85.87,89,98,19.37,PF,1701299554
176,georgetown,5.4112,100.3354,80.53,83,20,9.22,MY,1701299554
177,nabire,-3.3667,135.4833,80.08,83,46,2.51,ID,1701299554
178,sheki,41.1919,47.1706,45.77,42,80,7.52,AZ,1701299554
179,floro,61.5996,5.0328,33.76,55,100,10.36,NO,1701299555
180,arroyo,41.6096,-4.7969,58.21,76,100,18.41,ES,1701299555
181,minas de marcona,-15.2119,-75.1103,60.53,75,57,14.45,PE,1701299555
182,altay,47.8667,88.1167,26.22,49,68,7.92,CN,1701299556
183,lautoka,-17.6167,177.4667,87.66,62,40,13.8,FJ,1701299556
184,geoktschai,40.6531,47.7406,34.56,80,83,3.44,AZ,1701299556
185,la sarre,48.8002,-79.1996,27.52,95,100,12.97,CA,1701299557
186,mariental,-24.6333,17.9667,80.15,23,5,13.85,NA,1701299557
187,katsuura,35.1333,140.3,57.27,59,100,30.06,JP,1701299557
188,morinville,53.8001,-113.652,33.58,43,20,11.5,CA,1701299558
189,la gi,10.6667,107.7833,76.57,87,72,6.58,VN,1701299558
190,iskateley,67.6803,53.1512,8.02,93,83,10.0,RU,1701299558
191,enewetak,11.3474,162.3373,81.63,81,99,21.12,MH,1701299559
192,kolonia town,6.964,158.206,86.11,79,100,11.5,FM,1701299559
193,malpica,43.3228,-8.8105,55.38,82,100,9.98,ES,1701299559
194,port mathurin,-19.6833,63.4167,76.6,70,1,10.09,MU,1701299560
195,vallenar,-28.5708,-70.7581,78.55,31,0,6.38,CL,1701299560
196,cabedelo,-6.9811,-34.8339,79.47,78,13,14.76,BR,1701299365
197,pahrump,36.2083,-115.9839,60.26,26,98,4.0,US,1701299560
198,santana do acarau,-3.4606,-40.2122,80.65,68,45,7.63,BR,1701299561
199,rosetta,31.4044,30.4164,63.41,70,76,4.45,EG,1701299561
200,tarauaca,-8.1614,-70.7656,81.28,72,97,2.37,BR,1701299384
201,monroeville,40.4212,-79.7881,34.05,48,100,6.91,US,1701299316
202,tofol,5.3248,163.0078,82.18,83,100,2.3,FM,1701299562
203,takoradi,4.8845,-1.7554,79.56,85,78,7.27,GH,1701299562
204,nantucket,41.2835,-70.0995,37.54,57,100,13.8,US,1701299562
205,hermanus,-34.4187,19.2345,63.03,73,94,14.52,ZA,1701299563
206,guozhen,34.3659,107.359,35.42,32,100,3.02,CN,1701299563
207,kirensk,57.7853,108.1119,5.97,94,100,8.01,RU,1701299563
208,narrabri,-30.3167,149.7833,77.52,57,0,1.99,AU,1701299564
209,haiku-pauwela,20.9219,-156.3051,78.51,85,40,11.5,US,1701299564
210,la ronge,55.1001,-105.2842,26.85,68,75,16.11,CA,1701299564
211,kodinsk,58.6881,99.1844,8.44,98,100,1.81,RU,1701299564
212,dudinka,69.4058,86.1778,-18.94,100,99,1.36,RU,1701299487
213,hotan,37.0997,79.9269,34.61,32,98,2.42,CN,1701299565
214,phalodi,27.1333,72.3667,67.46,58,0,6.53,IN,1701299565
215,talcahuano,-36.7167,-73.1167,58.21,77,0,15.03,CL,1701299565
216,penzance,50.1186,-5.5371,43.48,79,100,12.06,GB,1701299566
217,east london,-33.0153,27.9116,63.46,62,16,2.95,ZA,1701299566
218,oranjemund,-28.55,16.4333,59.97,90,37,8.48,NA,1701299566
219,lianran,24.9227,102.485,48.58,92,95,3.24,CN,1701299567
220,chinde,26.8418,88.0763,52.36,72,5,4.72,NP,1701299567
221,pontianak,-0.0333,109.3333,78.78,100,40,0.0,ID,1701299567
222,klaksvik,62.2266,-6.589,40.12,71,100,27.72,FO,1701299567
223,minot air force base,48.4209,-101.3391,41.18,62,0,12.66,US,1701299568
224,arraial do cabo,-22.9661,-42.0278,75.65,91,100,15.84,BR,1701299568
225,bloemfontein,-29.1211,26.214,51.28,58,0,2.3,ZA,1701299568
226,san luis de la loma,17.2706,-100.8939,82.15,79,77,3.56,MX,1701299568
227,ushuaia,-54.8,-68.3,47.82,80,81,5.93,AR,1701299569
228,kruisfontein,-34.0033,24.7314,53.65,90,4,6.73,ZA,1701299569
229,cold lake,54.4502,-110.2017,28.99,68,44,13.06,CA,1701299416
230,alice springs,-23.7,133.8833,72.95,73,45,19.57,AU,1701299463
231,lorengau,-2.0226,147.2712,84.56,72,100,4.45,PG,1701299570
232,nema,57.5067,50.5011,0.19,99,81,1.66,RU,1701299570
233,shimoda,34.6667,138.95,55.11,64,73,27.83,JP,1701299570
234,bokoro,12.3807,17.0568,80.87,19,85,10.54,TD,1701299570
235,tsiombe,-25.3,45.4833,74.7,86,40,3.67,MG,1701299571
236,ocean shores,46.9737,-124.1563,42.03,86,40,5.99,US,1701299418
237,vic-en-bigorre,43.3833,0.05,60.4,81,100,2.66,FR,1701299571
238,faaa,-17.55,-149.6,87.76,62,40,5.75,PF,1701299545
239,colonia,50.9333,6.95,33.58,90,0,4.61,DE,1701299571
240,bodo,67.28,14.405,26.78,73,0,18.41,NO,1701299572
241,villa gesell,-37.2639,-56.973,64.9,79,100,6.06,AR,1701299572
242,puerto aysen,-45.4,-72.7,49.77,99,100,4.76,CL,1701299572
243,dasha,23.11,113.4444,69.78,67,99,6.04,CN,1701299572
244,saipan,15.1355,145.701,84.9,74,40,17.27,MP,1701299573
245,dalandzadgad,43.5708,104.425,10.17,66,2,11.32,MN,1701299573
246,lons-le-saunier,46.75,5.75,36.23,69,100,3.58,FR,1701299573
247,council bluffs,41.2619,-95.8608,50.59,63,75,12.66,US,1701299560
248,las palmas de gran canaria,28.0997,-15.4134,66.33,77,20,4.61,ES,1701299574
249,maua,-23.6678,-46.4614,75.36,93,18,8.39,BR,1701299574
250,atafu village,-8.5421,-172.5159,84.96,73,81,12.17,TK,1701299574
251,whitehorse,60.7161,-135.0538,17.1,92,75,20.0,CA,1701299574
252,ilulissat,69.2167,-51.1,42.82,39,75,19.57,GL,1701299575
253,belmonte,-15.8631,-38.8828,77.59,76,61,10.54,BR,1701299575
254,lerwick,60.1545,-1.1494,41.0,70,100,13.53,GB,1701299575
255,tevriz,57.509,72.4042,17.24,95,94,4.27,RU,1701299576
256,alesund,62.4723,6.1549,32.76,74,20,12.66,NO,1701299576
257,vila velha,-20.3297,-40.2925,78.94,84,0,11.5,BR,1701299576
258,cooma,-36.2333,149.1333,53.83,97,100,10.63,AU,1701299577
259,saint-pol-de-leon,48.6833,-3.9833,45.66,89,100,12.71,FR,1701299577
260,hadibu,12.65,54.0333,77.95,74,18,14.32,YE,1701299577
261,jinchang,38.4953,102.1739,20.53,50,0,1.48,CN,1701299577
262,atar,20.5169,-13.0499,69.24,15,0,3.51,MR,1701299578
263,flin flon,54.7682,-101.865,19.24,79,100,8.05,CA,1701299578
264,beroroha,-21.6667,45.1667,75.85,68,3,3.42,MG,1701299579
265,weno,7.4515,151.8468,85.95,74,40,10.36,FM,1701299579
266,dauphin,51.1494,-100.0502,31.03,76,77,12.37,CA,1701299351
267,sakaiminato,35.55,133.2333,48.13,71,75,11.5,JP,1701299579
268,funafuti,-8.5243,179.1942,91.4,89,75,13.8,TV,1701299580
269,arvayheer,46.2639,102.775,4.17,57,0,7.47,MN,1701299580
270,massawa,15.6097,39.45,81.7,68,4,3.65,ER,1701299580
271,jiayuguan,39.8167,98.3,19.36,45,0,5.26,CN,1701299580
272,mana,5.6592,-53.7767,78.84,84,5,10.0,GF,1701299581
273,wietmarschen,52.5333,7.1333,31.98,92,94,3.33,DE,1701299581
274,chonchi,-42.6128,-73.8092,56.12,87,99,6.44,CL,1701299581
275,remire-montjoly,4.9167,-52.2667,80.64,83,0,2.3,GF,1701299582
276,sarupathar,26.1984,93.8094,60.69,93,0,0.98,IN,1701299582
277,smidovich,48.6,133.8167,-18.47,97,21,5.7,RU,1701299582
278,lepsy,46.235,78.9456,43.72,58,99,6.85,KZ,1701299583
279,illizi,26.4833,8.4667,55.2,22,0,4.05,DZ,1701299583
280,camana,-16.6228,-72.7111,67.82,78,44,5.19,PE,1701299583
281,kuala terengganu,5.3302,103.1408,77.56,87,91,1.28,MY,1701299584
282,tromso,69.6496,18.957,26.62,63,20,2.3,NO,1701299584
283,buta,2.7858,24.73,68.74,99,92,1.45,CD,1701299584
284,kingston,17.997,-76.7936,85.15,70,40,19.57,JM,1701299557
285,lampang,18.3333,99.5,66.85,92,97,1.68,TH,1701299585
286,guichon,-32.35,-57.2,77.27,67,75,6.67,UY,1701299469
287,guerrero negro,27.9769,-114.0611,66.11,54,16,20.69,MX,1701299585
288,west island,-12.1568,96.8225,76.98,78,48,8.05,CC,1701299585
289,lobujya,27.95,86.8167,6.71,30,0,2.8,NP,1701299586
290,cidreira,-30.1811,-50.2056,70.23,91,27,18.21,BR,1701299586
291,novodvinsk,64.4165,40.8122,6.78,98,75,3.69,RU,1701299586
292,touros,-5.1989,-35.4608,79.14,76,26,14.16,BR,1701299587
293,kavaratti,10.5669,72.642,83.3,73,97,9.93,IN,1701299587
294,baza,37.4907,-2.7726,57.42,85,76,8.14,ES,1701299387
295,puerto baquerizo moreno,-0.9,-89.6,75.94,79,69,11.01,EC,1701299588
296,kerikeri,-35.2268,173.9474,68.92,64,48,4.83,NZ,1701299446
297,francisco sa,-16.4758,-43.4883,82.54,34,100,5.41,BR,1701299588
298,shahgarh,24.3167,79.1333,63.37,90,37,3.94,IN,1701299589
299,champerico,14.3,-91.9167,90.14,73,86,5.77,GT,1701299589
300,yarkovo,57.4028,67.0786,23.61,90,100,5.44,RU,1701299589
301,berdigestyakh,62.0989,126.6992,9.3,93,100,11.27,RU,1701299590
302,marsh harbour,26.5412,-77.0636,71.55,58,100,11.54,BS,1701299590
303,manistee,44.2445,-86.3242,37.45,84,0,5.75,US,1701299590
304,grande prairie,55.1667,-118.8027,28.58,46,20,8.05,CA,1701299521
305,walvis bay,-22.9575,14.5053,63.09,85,5,5.68,NA,1701299591
306,ji'an,27.1172,114.9793,55.36,62,100,10.45,CN,1701299591
307,pea ridge,38.414,-82.3199,42.6,69,4,1.01,US,1701299592
308,lincheng,19.9078,109.6858,74.28,93,99,13.47,CN,1701299592
309,fauske,67.2588,15.3918,26.78,81,93,6.44,NO,1701299592
310,alvorada,-12.48,-49.1247,89.02,28,69,5.79,BR,1701299593
311,sao joao da barra,-21.6403,-41.0511,77.09,88,100,14.41,BR,1701299593
312,garissa,-0.4536,39.6401,79.52,78,100,4.63,KE,1701299593
313,puerto madryn,-42.7692,-65.0385,72.0,28,3,14.72,AR,1701299594
314,mejit,10.2753,170.8646,81.45,76,100,21.07,MH,1701299594
315,freetown,8.484,-13.2299,78.51,83,75,6.91,SL,1701299594
316,portland,45.5234,-122.6762,42.78,68,100,1.99,US,1701299469
317,greymouth,-42.4667,171.2,56.64,72,92,7.87,NZ,1701299595
318,katsuren-haebaru,26.3369,127.8719,71.62,82,75,3.44,JP,1701299595
319,chibougamau,49.9168,-74.3659,13.62,85,100,12.66,CA,1701299596
320,al hamul,31.3115,31.1477,61.02,73,68,4.43,EG,1701299596
321,axim,4.8699,-2.2405,79.56,85,49,6.62,GH,1701299596
322,roma,43.2128,-75.4557,29.57,55,100,5.01,US,1701299597
323,palikir - national government center,6.9248,158.1611,85.05,79,100,11.5,FM,1701299597
324,pekan,3.4836,103.3996,77.4,89,100,6.17,MY,1701299598
325,linghai,41.1653,121.3667,13.32,53,0,3.96,CN,1701299598
326,huitel,20.1639,-99.2733,65.43,57,100,3.22,MX,1701299598
327,viedma,-40.8135,-62.9967,70.5,40,0,13.44,AR,1701299598
328,pico truncado,-46.7949,-67.9573,65.71,29,74,31.38,AR,1701299599
329,strathalbyn,-35.2667,138.9,66.72,85,91,11.86,AU,1701299599
330,canete,-37.8,-73.4,57.78,78,1,6.98,CL,1701299599
331,ciudad del carmen,18.6333,-91.8333,80.64,74,75,4.61,MX,1701299539
332,tralee,52.2704,-9.7026,36.5,90,71,8.14,IE,1701299600
333,taoudenni,22.6783,-3.9836,69.04,12,0,8.7,ML,1701299600
334,raja,8.4596,25.678,78.08,34,100,2.24,SS,1701299600
335,magadan,59.5667,150.8,5.47,85,81,5.82,RU,1701299601
336,vorgashor,67.5833,63.95,3.74,97,59,5.73,RU,1701299601
337,forster,-32.1667,152.5167,83.37,54,0,7.34,AU,1701299601
338,ebon,4.582,168.6964,82.72,79,100,14.16,MH,1701299602
339,port blair,11.6667,92.75,82.44,74,75,6.91,IN,1701299602
340,salah bey,35.8545,5.2905,46.81,59,7,7.05,DZ,1701299602
341,malango,-2.9627,119.9001,70.48,93,100,1.21,ID,1701299603
342,cabrobo,-8.5142,-39.31,87.96,23,3,13.91,BR,1701299603
343,virginia beach,36.8529,-75.978,40.01,52,0,3.44,US,1701299541
344,kununurra,-15.7667,128.7333,87.78,74,15,4.61,AU,1701299604
345,karratha,-20.7377,116.8463,76.62,49,0,12.88,AU,1701299604
346,porbandar,21.6422,69.6093,70.63,53,1,8.72,IN,1701299604
347,acapulco de juarez,16.8634,-99.8901,85.82,70,75,6.91,MX,1701299604
348,maiduguri,11.8464,13.1603,77.09,21,4,8.21,NG,1701299439
349,geraldton,-28.7667,114.6,68.41,77,21,10.36,AU,1701299605
350,tocopilla,-22.092,-70.1979,66.85,74,34,8.97,CL,1701299605
351,magdalena,14.1999,121.429,82.27,90,50,8.63,PH,1701299605
352,troitsko-pechorsk,62.7084,56.1964,20.7,94,100,3.0,RU,1701299606
353,sinabang,2.4803,96.3801,79.05,77,99,2.84,ID,1701299606
354,labytnangi,66.6572,66.4183,14.67,95,100,11.65,RU,1701299606
355,mar del plata,-38.0023,-57.5575,72.09,64,40,5.01,AR,1701299475
356,lambarene,-0.7001,10.2406,76.26,92,90,0.69,GA,1701299607
357,afif,23.9065,42.9172,66.63,51,0,14.09,SA,1701299608
358,peace river,56.2501,-117.286,30.51,69,75,5.75,CA,1701299608
359,baiyin,36.5583,104.2081,23.11,51,45,3.15,CN,1701299608
360,asau,46.4333,26.4,24.28,89,30,5.12,RO,1701299608
361,levuka,50.1834,-105.4011,33.62,75,40,17.27,CA,1701299609
362,ust'-barguzin,53.45,108.9833,8.62,96,100,5.06,RU,1701299609
363,puerto armuelles,8.2833,-82.8667,82.17,86,100,5.01,PA,1701299546
364,monrovia,6.3005,-10.7969,78.69,85,100,7.23,LR,1701299453
365,mildura,-34.2,142.15,68.07,69,74,16.33,AU,1701299502
366,lakatoro,-16.0999,167.4164,84.58,69,87,10.47,VU,1701299610
367,mahenge,-8.6833,36.7167,66.94,89,98,2.82,TZ,1701299610
368,rawson,-43.3002,-65.1023,75.88,26,4,14.29,AR,1701299611
369,villa rica,33.7321,-84.9191,50.4,53,10,3.83,US,1701299313
370,sao tome,0.3365,6.7273,80.62,82,90,1.81,ST,1701299611
371,sa'dah,16.9402,43.7639,57.76,40,47,3.85,YE,1701299611
372,fuglafjordur,62.244,-6.814,39.67,72,100,25.75,FO,1701299612
373,progreso,21.2833,-89.6667,78.12,70,96,16.33,MX,1701299414
374,chervona sloboda,49.3789,32.1464,28.51,78,95,17.63,UA,1701299612
375,hammerfest,70.6634,23.6821,30.65,80,75,5.75,NO,1701299612
376,rongelap,11.1635,166.8941,81.57,76,100,20.51,MH,1701299613
377,pallasovka,50.05,46.8833,36.81,88,100,17.0,RU,1701299613
378,kassala,15.451,36.4,75.9,60,10,9.66,SD,1701299613
379,kuusamo,65.9667,29.1833,23.04,86,100,2.3,FI,1701299613
380,medina,24.4686,39.6142,72.03,30,0,8.05,SA,1701299614
381,majene,-3.5403,118.9707,80.46,83,96,2.33,ID,1701299614
382,nizhnesortymskiy,62.4397,71.7603,5.04,97,52,3.69,RU,1701299614
383,pakokku,21.3333,95.1,70.09,79,100,4.41,MM,1701299614
384,coruripe,-10.1256,-36.1756,76.68,73,6,10.09,BR,1701299615
385,suva,-18.1416,178.4415,89.08,66,40,8.05,FJ,1701299615
386,itacare,-14.2775,-38.9967,77.56,75,27,9.98,BR,1701299616
387,beloyarskiy,63.7119,66.6722,17.01,99,99,1.99,RU,1701299616
388,zuni pueblo,35.0725,-108.8506,54.23,45,21,8.05,US,1701299616
389,zalegoshch',52.9008,36.8869,33.3,87,100,17.87,RU,1701299617
390,rio grande,-32.035,-52.0986,73.51,91,100,13.85,BR,1701299617
391,yemva,62.59,50.8594,20.41,98,100,3.38,RU,1701299617
392,gubakha,58.8386,57.5532,27.16,98,100,1.01,RU,1701299618
393,shirvan,39.9509,48.8994,44.58,52,81,7.74,AZ,1701299618
394,pacific grove,36.6177,-121.9166,65.01,74,0,11.01,US,1701299618
395,kalemie,-5.9475,29.1947,70.29,90,100,2.93,CD,1701299618
396,gunjur,13.2019,-16.7339,77.07,78,0,10.36,GM,1701299618
397,port douglas,-16.4833,145.4667,83.98,65,33,3.8,AU,1701299619
398,xiaoweizhai,26.1903,107.5125,48.29,79,100,5.79,CN,1701299619
399,usinsk,65.9939,57.5281,13.06,93,65,3.0,RU,1701299619
400,mulchen,-37.7167,-72.2333,68.68,50,0,8.14,CL,1701299620
401,kavieng,-2.5744,150.7967,83.66,73,100,4.36,PG,1701299620
402,dogondoutchi,13.6393,4.0287,85.89,21,61,8.21,NE,1701299620
403,chuhar jamali,24.3895,67.9923,68.43,49,43,7.14,PK,1701299621
404,ghadamis,30.1337,9.5007,58.73,26,7,4.27,LY,1701299621
405,chapayevsk,52.9771,49.7086,18.95,94,83,6.08,RU,1701299621
406,fisterra,42.9049,-9.2629,57.02,76,100,12.75,ES,1701299622
407,princeville,45.7668,-61.2985,29.32,83,0,11.5,CA,1701299622
408,wau,7.7029,27.9953,82.29,55,99,4.25,SS,1701299622
409,ciudad insurgentes,25.2625,-111.7753,73.27,53,19,17.98,MX,1701299622
410,yuzhno-kurilsk,44.0306,145.8556,33.37,54,74,15.84,RU,1701299623
411,port alfred,-33.5906,26.891,61.61,71,2,9.04,ZA,1701299623
412,capinota,-17.7167,-66.2333,76.41,63,100,0.25,BO,1701299476
413,nizhniy odes,63.6445,54.856,18.72,96,100,4.27,RU,1701299624
414,new norfolk,-42.7826,147.0587,57.92,76,100,5.93,AU,1701299624
415,bambanglipuro,-7.95,110.2833,78.3,88,66,4.79,ID,1701299624
416,fort-de-france,14.6089,-61.0733,78.75,78,8,3.44,MQ,1701299624
417,dunay,42.8803,132.3375,4.71,67,97,24.92,RU,1701299625
418,piton saint-leu,-21.2196,55.3151,71.71,69,8,5.75,RE,1701299625
419,trondheim,63.4305,10.3951,28.49,84,95,8.19,NO,1701299510
420,tvoroyri,61.5556,-6.8111,43.93,74,100,27.94,FO,1701299625
421,angaur state,6.906,134.13,84.02,77,71,17.36,PW,1701299626
